n,hi_0,hi_1,hi_2,hi_3,hi_4,hi_5,faint_0,faint_1,faint_2,faint_3,faint_4,faint_5,faint_6,faint_7,faint_8,faint_9,faint_10,faint_11,faint_12,faint_13,faint_14,faint_15,faint_16,faint_17,faint_18,faint_19,faint_20,faint_21,faint_22,faint_23,faint_24,faint_25,faint_26,faint_27,faint_28,faint_29,faint_30,faint_31,faint_32,faint_33,faint_34,faint_35,faint_36,faint_37,faint_38,faint_39,faint_40,faint_41,faint_42,faint_43,faint_44,faint_45,faint_46,faint_47,faint_48,faint_49,faint_50,faint_51,faint_52,faint_53,faint_54,faint_55,faint_56,faint_57,faint_58,faint_59
136,0.5040296083787145,0.4891107182121826,0.516935665952647,0.46133760435293536,0.5233585160708207,0.5161253642118343,0.5327202016929928,0.5526169327367046,0.49242683027931944,0.509205240562164,0.5023990363606917,0.5026324657690394,0.5148994728018503,0.4777330390235897,0.4962267753293975,0.4579656670214981,0.4808782585889195,0.5007210889787808,0.5269334008717409,0.4920106541510439,0.4967563274128285,0.5469756534362427,0.49113929596269823,0.5197216840785638,0.5231646958349083,0.5216807271861991,0.49409182188017103,0.49629261266542135,0.48976446298116677,0.5185429221280425,0.5276593225957028,0.4814080090226386,0.5155341334743185,0.48486492240933643,0.5209166662415899,0.5054795245385414,0.4800697410746507,0.4901586073086888,0.5100942242750337,0.49777506727502313,0.46860801384394035,0.4934843283977044,0.5070289324157822,0.5210750465311698,0.45939105712202766,0.4374774462654494,0.5248418505358492,0.4561044568147375,0.4880426838004044,0.49859141946876756,0.5276572966311875,0.4922662194096799,0.5425378019716932,0.5109230205452837,0.5253730669288009,0.4945844751526569,0.4896320621813679,0.5096086907221912,0.5192308424646654,0.5229969600210003,0.49103592674762764,0.4683381050068284,0.49800632533317696,0.5431877746136147,0.5135575198651239,0.5014555093804357
137,0.5046093855173068,0.4906466264852476,0.5135783835794702,0.46374497126500475,0.524223487110296,0.519554957250185,0.5341876900534555,0.5556336184621724,0.4942833202894563,0.5122680404652822,0.5014551289763267,0.5010028138147811,0.5120834047759004,0.4764991360887587,0.4958802631197662,0.4567123702306742,0.47805354893158963,0.49812613991596466,0.5287724258982179,0.49442253238866374,0.49364841692533495,0.5449457617859003,0.49399402982454793,0.5196091488227841,0.5225076834380377,0.5205086143755746,0.49532447505117216,0.492891086709927,0.4896991918890703,0.5164979701051549,0.5266089505161369,0.48179254622377865,0.5180984127307662,0.4841697577313211,0.5234404742286056,0.5039211723530459,0.4799745344474031,0.4915938686889775,0.5128709389122514,0.497592623818831,0.4698667707821286,0.4930185405614663,0.5042364292659616,0.5231543203554646,0.45745357074575843,0.43473011454869037,0.5260885971009911,0.454873518977666,0.4869259515662905,0.49734658289482514,0.5265951860927796,0.4922434785802596,0.5423359893821242,0.5122927378529822,0.5270700034642926,0.49750845301769964,0.48684629790629635,0.510743567505001,0.5226917555675504,0.5260200982413006,0.49460595963810117,0.4703541904477174,0.5016344098287319,0.540355194671978,0.511500052392704,0.5013233549618344
138,0.5015919810523194,0.49301202863617244,0.5140039078231217,0.46090022814746684,0.5211047420246776,0.5163873401761079,0.5354143195119744,0.5574790388676996,0.4942830145427731,0.5091140989987407,0.5040955623300116,0.5009766874670543,0.5119169520347207,0.4766424033001619,0.49540583327906396,0.4538809367268157,0.47963048856304613,0.5003189722023473,0.5268191243855388,0.4938870874445055,0.49272974461330904,0.5459899179940584,0.49650480880331027,0.5228143633256817,0.5202593287832049,0.5228634430571298,0.4945425439459064,0.49598400743633037,0.4905562753801956,0.5144584298632175,0.5284696409274349,0.48063550980757314,0.514931000773587,0.48192690150560946,0.5228895212846247,0.503820194617214,0.48238830256887333,0.49261713492360437,0.5146292621119828,0.5008921190071062,0.4730018032717473,0.4920295634133385,0.5047099765576618,0.5222327820500692,0.45771726106649424,0.4326671911921669,0.5280168325345378,0.45261837154506307,0.49012240050818556,0.49578608982703865,0.5271222643443527,0.493472017970765,0.5404538971335769,0.5113895462323778,0.5251477559741599,0.4991071109334785,0.48682318122324686,0.5117517308373862,0.521283797075666,0.5294435708844797,0.4971899311965284,0.47294668855625116,0.49856388147739095,0.5430411778910262,0.5115555535764643,0.5004962207028975
139,0.49870399344670185,0.4931103998518493,0.5174773667022967,0.46279385198643697,0.5216858943432894,0.5169452236364277,0.5323385578267852,0.5561609349008079,0.49367986584335877,0.507087132635803,0.5039863029410848,0.5026954138115812,0.5128367275389711,0.4746152946562303,0.49618011417553204,0.4519302086495312,0.48091228897687877,0.5012305324067191,0.5255847722183912,0.49129489530885145,0.4935594642444533,0.5488095219263519,0.4977266982834975,0.5259398489406755,0.5210322574622662,0.5231937611334367,0.4937807706323539,0.49452350487683633,0.49329181254810517,0.5178107939810475,0.524853983500579,0.48389902338454766,0.5113372999561766,0.4794482993485045,0.5230898684240168,0.5036452801863628,0.4848609504340626,0.49242464577813544,0.5128445183462985,0.5028423889116932,0.47440295672765875,0.49438737181860454,0.5064851633742566,0.5202744777493126,0.45965391465544697,0.43237849194997185,0.5294981720082478,0.45108048648361404,0.4922253430064342,0.49777328903436646,0.5292046261815576,0.49597880229681485,0.5425045331274566,0.5148275070450868,0.5252975938518655,0.4977831371061808,0.48379361707184176,0.5084383225696592,0.5224744306651634,0.5269135151780744,0.49770776259910615,0.474535318044528,0.4963442515179822,0.5404385017299421,0.5138237970701487,0.5020092363679972
140,0.49808989504867857,0.4935291562276202,0.5189985605638108,0.4600793088842179,0.5207589509693696,0.5135970949634842,0.5321494459985766,0.5552167713432734,0.49219494184853385,0.5104029355743341,0.5062430961081371,0.5052460584090885,0.5140038559572084,0.4771814129662363,0.4962451444716966,0.45120759026384777,0.482630972185612,0.49855116609412037,0.5245128268469871,0.4946922770061373,0.49326252860470643,0.5505280989603475,0.4959788082536073,0.5251363274095883,0.5235602784710526,0.521798931543963,0.4945054008155765,0.49353138111685585,0.4938466051888443,0.5194330981653407,0.5231552860904187,0.48596405734401377,0.5114128571554066,0.4822675395149536,0.5249510688503392,0.5019894401702546,0.4820119847127239,0.49531348463288183,0.5147909229196387,0.503584544688452,0.4713085492022921,0.4922935473178744,0.5038923966192241,0.5185515943673433,0.45894055160710406,0.4293053257257047,0.5319564910992214,0.45129494131393944,0.48954309293880666,0.49649975885209857,0.5304552643519707,0.49367517652282067,0.5443488501305028,0.5133778240339182,0.5224108194390653,0.4954893612408272,0.4805101891447015,0.5060758893009156,0.5192858038561887,0.5280240017546506,0.49701116178225807,0.4734932704786586,0.49824637636782043,0.5408314415057601,0.5157883508487618,0.5001525878833613
141,0.5006905992359638,0.49588522474021535,0.5175687639271398,0.45972688089267655,0.519382362424379,0.5166503030107493,0.5299698658920717,0.5534497042391197,0.4907622515891833,0.5131079326604208,0.5027294475575564,0.5072549246237964,0.5141906932594349,0.4790182769565186,0.4975205565814239,0.4512404388463923,0.48037368693572635,0.4971631942030665,0.523960033778036,0.49158204315806847,0.49046816931974285,0.5487147590172331,0.4989254382708418,0.5276546618991464,0.5243681715610654,0.5240373013754114,0.49290790697529424,0.49659531743585467,0.49528009733850836,0.5180203084492854,0.5209182072749107,0.483472722427683,0.5102871388950255,0.48116475841198036,0.5257184203474771,0.4991060500560393,0.48139126866521437,0.4978907107422883,0.5162207341137375,0.5064774833943834,0.47374815249321883,0.4894064851279417,0.5003517144713644,0.5193000869596833,0.4598178932806467,0.42711514654509214,0.530068765243906,0.4514154089289574,0.49262886964469277,0.49473073764512554,0.5320127089902648,0.49290029446080724,0.5425496465565314,0.5128346588990571,0.5250628596492483,0.4979867924331723,0.4811149473103054,0.5047582184821702,0.5162153093738755,0.5289563506373074,0.4999554227217767,0.4742387691480188,0.4973150133298596,0.5428109786389497,0.5137996911327791,0.5017935700067585
142,0.49988760405202676,0.49339200075015643,0.5141069603007089,0.461258868804782,0.5209958792374418,0.5161647688973207,0.5284632434283445,0.5523765372137771,0.49085166983542317,0.5164475664699868,0.4991924316566195,0.5099952780266035,0.5135521868584485,0.47944902948393114,0.4945676583316437,0.4527978700432194,0.4832755292142175,0.4999215871246731,0.5259970408483592,0.4928224923504916,0.49148979049072516,0.5479198936470334,0.4992409926130694,0.5244445880831697,0.5223906484536452,0.5227616494139296,0.49133456095528644,0.4976638783737563,0.49772688356673067,0.5198253167620499,0.521410710973681,0.4861036257136497,0.5131233623482034,0.48161023621755783,0.5249068389612613,0.5006759030321876,0.48199868093325876,0.4958866313567468,0.5140115768611413,0.5094504010610466,0.47137965343899024,0.49025743337752753,0.4970265840354303,0.521009907874713,0.45970837074303667,0.4241406602782108,0.530621067923463,0.4522521279601511,0.491791914279637,0.498239666726357,0.5319233232880423,0.4939645109908505,0.5420225541593335,0.5139678696471363,0.524302893515095,0.4983766679142446,0.48095002536860976,0.5067717300283106,0.5134880883589631,0.5321062229593722,0.5007743307289777,0.4742900144869475,0.496380195356205,0.542381492088929,0.512197358207654,0.5029456826789181
143,0.49780473426774335,0.4967281573883774,0.5132052456629935,0.4598796228242721,0.5198283797009184,0.5170803085845267,0.5249318593369466,0.5528004716426994,0.490603554052774,0.5167885661853882,0.4984634654622115,0.510612207787542,0.5137662909115727,0.48150997038336174,0.49168628236091244,0.4547127268772715,0.48634495040292963,0.5031505103982943,0.5261784201663428,0.49178526885886203,0.4898888227942173,0.5460502605278792,0.4991793954974315,0.5249159594097688,0.5225802758780582,0.5260767483195504,0.48842902473603694,0.4961362585088691,0.4982466219659558,0.5181328579065171,0.5227421952901341,0.4855717955561486,0.5124904992121958,0.48238947755553174,0.5234309078324512,0.5031411695171194,0.48003570746692037,0.4941136400076537,0.5124112596276572,0.5081018387847196,0.4712567892762391,0.48932010756738653,0.5005189183203204,0.522225214698877,0.4608700629519287,0.42537625065052576,0.530328209931611,0.4538195180675754,0.4920522759820376,0.4980097291693874,0.5344163919603925,0.4913705922245957,0.5409238458148079,0.5170539014928514,0.5242273589760641,0.4971451620313467,0.4796044663904671,0.5102113726467,0.5136920623372087,0.5346112865424235,0.5034423264126303,0.472118604683442,0.4992502425921449,0.5409735462888763,0.5146903298221571,0.5029287156464687
144,0.49764519052388884,0.49785529867313827,0.5120258919272928,0.4579738032203162,0.5194661858462275,0.5151654676891877,0.5232205115765982,0.5491388606333244,0.4887666472062635,0.5132411216612341,0.5006762160464135,0.5125143896703902,0.5158732344278987,0.48448668599313965,0.49196251028071836,0.4549201497888423,0.4873760544514638,0.5016347987054887,0.523319460776969,0.49302084335870766,0.4895094456582474,0.5428399928327283,0.5004135256536064,0.5216056995948609,0.5229632673593709,0.5249606369766978,0.48576368236730283,0.4953926035302519,0.49634188997397033,0.5208369956699411,0.5193692912612706,0.48449625808375657,0.5156093386557672,0.4805527094872869,0.521726667334571,0.5025082815424331,0.4828489157592,0.4955221808801327,0.5097098766917773,0.5047881049775453,0.47139624080464215,0.491804631670538,0.498373772609929,0.5248534047747176,0.460606094590693,0.42652202790686633,0.5303970905725517,0.45392697561237433,0.49349169900235945,0.49831698223475523,0.5373147115700581,0.4883462565783419,0.5420113567720795,0.5180270149911007,0.5261837728948063,0.4944288558546534,0.47978122798846734,0.5068035326241662,0.5161544399873659,0.5359986933076653,0.5021459595207527,0.47264296673372896,0.49712100744410304,0.538317489082502,0.5166740741871109,0.5032209355461901
145,0.4956523902042803,0.49629330010087086,0.512251903361841,0.4602637193534439,0.51867848410339,0.5154584158443095,0.5208982069623318,0.5466481794686269,0.4897197434707751,0.5139828095546816,0.50240137571272,0.5131166399141018,0.5187001326746923,0.48410106785582413,0.4931088067736756,0.451808661630476,0.48949660171795367,0.5045715189754355,0.5218173852623602,0.4931030587402986,0.48786402183469285,0.541776658489939,0.5008311306583905,0.5190928253291454,0.5240098947611189,0.5228151582468162,0.48285122082201354,0.4952266289099358,0.49799493212161533,0.518579501246571,0.5212566318497701,0.48389173589950574,0.5169959017827275,0.4788402380138546,0.5218613512764109,0.5048059507122167,0.48192680979651964,0.49481004983464666,0.5103004948851213,0.5024293538250372,0.47215104259045343,0.49306478444741375,0.500496126858372,0.5215996080363487,0.4609362337586429,0.4250939123067603,0.5322100615972231,0.4564069966456959,0.49465590381362406,0.4990780600122644,0.5353566937541323,0.4891672968922998,0.5448516052626825,0.5180613184467828,0.5256942193629974,0.49617760955303575,0.477125623492618,0.5075430471380192,0.5158904454448203,0.5364932476327914,0.5020105438053903,0.4744662066968823,0.4999947188420222,0.5365232591234296,0.5186530164141181,0.5008053238849083
146,0.4988719619104377,0.49848734757562935,0.515403967810664,0.4591147075224404,0.5155505042880044,0.5139610275552581,0.5200331668725559,0.5484796796416839,0.48905765948755753,0.5114535010885214,0.5042050726314579,0.51081425584373,0.5159056213339768,0.48631751548926744,0.4958298604858143,0.4532037282595402,0.49095598675888064,0.5050374551974551,0.5200497663256749,0.49620135028312934,0.4850002837887388,0.5400319992840545,0.5008551084047407,0.5201527131387984,0.5215691184057832,0.522579375043533,0.4851085618787501,0.49205364102341786,0.49576281270712924,0.5162712286963373,0.5238919612318629,0.48488265670206904,0.5157539252276907,0.47697051072210517,0.5206786491955115,0.5075899184298778,0.48460482938991295,0.4950751392673091,0.5075429570723134,0.50067970420625,0.47299183676979095,0.4913146793525549,0.4997312274225442,0.5185288097529788,0.4578211035407381,0.42395781089354745,0.5287968731650875,0.45457673528646764,0.49488028179188387,0.4997454933561715,0.5353061985918867,0.4870976166681752,0.5436077255401525,0.5154409846491647,0.5226403623480688,0.4981414778349689,0.47394916040612,0.5089735518103873,0.518016956716296,0.5381139093757142,0.50264740173342,0.4750399395143116,0.5024365164400659,0.533681045069877,0.5182713179396864,0.5013131132081052
147,0.5015399565764758,0.49631579382082447,0.5164663919283251,0.4583746379089301,0.5165244172417766,0.5125391527846721,0.51741933368449,0.54557983230604,0.4875006608944264,0.5124608564607729,0.5023594804383978,0.5084824932218579,0.514395177827663,0.48408755052127656,0.4941202234503818,0.45137086468164694,0.49107469003991955,0.5030272494800081,0.5180413920187459,0.49872479318029944,0.4873536197221849,0.5371207331267522,0.4995741204845609,0.5171575525804867,0.5184134776468656,0.5215972468299859,0.4865846012305987,0.49157420230002846,0.4975689677610236,0.5152464880291173,0.5206551254980478,0.4871776376866837,0.5158538296479599,0.47873631334514294,0.5219889731595933,0.5078474674852963,0.4872961012100062,0.4938030058686254,0.5080820999204709,0.5037765808949407,0.47199173303469527,0.4935143747090786,0.49966520030115946,0.51531698377478,0.45584669453484034,0.4239646442973329,0.5298942879230933,0.4522807053121897,0.4938633699719229,0.5002983647915646,0.5358910464301183,0.48833307622920885,0.545668176852953,0.5171242684083267,0.523846580152153,0.49627369470929383,0.4743405937676572,0.5091015316019125,0.516259359237137,0.5355875309410507,0.5035312879759697,0.473442676474088,0.5035328766402021,0.5315992556726747,0.5166604721972389,0.5029859904873607
148,0.4994934077853654,0.49624606526463977,0.5137213867319629,0.4599911190089243,0.5147610108417774,0.5091577528484844,0.5181617309783408,0.545709890733106,0.4891027525872052,0.5113895072582322,0.49927741347333454,0.506723966532611,0.513801087843281,0.4830487504427106,0.4950666832801096,0.45160904591463924,0.4884500980146981,0.5008382158215898,0.519052893566062,0.49895625728880316,0.4854688355077462,0.537247934767807,0.5020961961383208,0.518219515903932,0.5173903469519473,0.5219546958604104,0.4864728240685335,0.4937507498981676,0.49741367713984747,0.5180367397266199,0.5235652137134014,0.4856059283018451,0.5185956332046944,0.47869548784300836,0.5199694247823341,0.5050306567544617,0.4883288880019296,0.4939065145184888,0.5083636692785439,0.5012567078820507,0.4716612935662912,0.49187096755652654,0.500574037396474,0.513206570695098,0.4592693210857615,0.42648743938011646,0.5294214089691001,0.45389418754896393,0.49158616483392104,0.5001310067224986,0.5384559891143337,0.48789046853603024,0.5453406324231685,0.5157841296307011,0.5213005823736484,0.4956050996226478,0.47723418520870137,0.5081663498221398,0.5157478146653697,0.5344638607942271,0.506601983316673,0.474474543338619,0.5014235755146577,0.5283939074093156,0.516375975603752,0.5036890139825669
149,0.4988790974661711,0.4960420371861924,0.5167491085161173,0.46268454193158043,0.5163820672209378,0.5075872916219278,0.5193617467212907,0.5440273604500686,0.48845932057893116,0.5131594508610458,0.5006436836462199,0.5056270317451709,0.513873952545893,0.4842159201710236,0.49458424229142767,0.45360556912967825,0.49045496623616874,0.5004450228916766,0.5185984256073212,0.49726160841958617,0.48576116024353627,0.5341935375797563,0.5008126658382615,0.5170919904242666,0.5145365159936534,0.5209981268809236,0.48549967193691157,0.49386780956458814,0.49819247919962434,0.518870713172211,0.5212014215889733,0.48867809259825284,0.5199807427902323,0.47729191150442335,0.5209540263422867,0.5062723196537827,0.4860432277455302,0.49497169795658597,0.5102528027901235,0.5035164478180238,0.47034393744452435,0.4896581978524813,0.5031527567051431,0.5137138754557814,0.45781852099637715,0.42698382694935905,0.528105663483124,0.457394712350573,0.4911431034101171,0.502595974624838,0.5353373904313274,0.48724168175800997,0.544659410414354,0.515171612141934,0.5209723012372746,0.49409449654118953,0.47449694614545546,0.5104377228741283,0.5187465520299492,0.5311688917602158,0.504004383857608,0.47537792076767615,0.4998928932237344,0.5279546436029579,0.5139068601336326,0.501136583737492
150,0.5007124733762969,0.4962958592440155,0.5175297763144148,0.46243311370385537,0.5179920368787065,0.5050683352306222,0.5197683074811191,0.544889842415072,0.48722095831523643,0.5110462079925673,0.49762944416326216,0.5049246134077666,0.5121821458918019,0.48671575052133864,0.4954886009461405,0.45155038664249103,0.48765489308829785,0.4995036803879402,0.5187100973775877,0.4989618848383163,0.48654662692108314,0.5365710987127003,0.49828713135682934,0.5161237960546632,0.5171576812116119,0.5208110977565199,0.48539211559464124,0.49474979761201593,0.501238632925609,0.517612860679591,0.5215766419298344,0.4894773556977827,0.5192824182110545,0.47427329607208035,0.5196355839049057,0.5063454655010576,0.4837607186173044,0.4926094857474745,0.5113140726096023,0.5003040557137283,0.4717492399913772,0.49043195202192597,0.503987818816386,0.5146147798279576,0.45481750251946956,0.4291198157622648,0.5274110063898275,0.45450908980595206,0.4935604330749213,0.503964201462552,0.5342887198240239,0.4898116945898845,0.5445133869263754,0.5161976691938966,0.5194393900800504,0.49358850308844116,0.4755526697990381,0.5085435910729234,0.5153785258333713,0.531322035533557,0.5050761774469706,0.47735747637122794,0.499515934451671,0.5249386384758872,0.512081136962274,0.5031074762538943
151,0.49928556012227054,0.49359869887870594,0.5178534278049944,0.4602282478176225,0.5191327416125072,0.5022724226610021,0.5222464317964143,0.5447316248557452,0.4871568113669413,0.510249764497466,0.5006412364494561,0.5078889659094825,0.5152922177791441,0.48610403541370834,0.4952942231038892,0.45327440322376134,0.4868172343528298,0.4995748507450197,0.5170814156704534,0.4957308593964705,0.4865957919963093,0.5335669912169007,0.4985375169288944,0.513083809109634,0.517973826336354,0.518873411827471,0.4823238881113575,0.4958458149548061,0.5020267866128799,0.5158110688173737,0.5219042228565982,0.4882067226921042,0.5170085877093893,0.4732668548624664,0.5165344299323863,0.5087587153245756,0.48494136355465844,0.4944990010840644,0.5128811697893602,0.5009434028750672,0.47206843659701075,0.49322306149090606,0.5029697683056402,0.515372366416501,0.453813609030357,0.43096554122139696,0.5271383555365436,0.45544029371491207,0.4965992154804434,0.5033937025209833,0.5358655278839002,0.48977878138649766,0.5453875948033315,0.514497038418038,0.5160162510266404,0.49312323391404017,0.4751620723325428,0.508603950496525,0.5138872488578158,0.5334569744827665,0.5033524912243346,0.47649289846140436,0.4963912886911821,0.523857574352043,0.514368168628021,0.5021978409761908
152,0.49869659136534716,0.4953730088661197,0.5159073985042437,0.45827945378404883,0.5176717932141446,0.5035319857058621,0.5193522720413197,0.5455893964990995,0.48572820021052243,0.5081271530850645,0.49845908492186514,0.5092474008667469,0.5155749173018629,0.4884178522726286,0.4950199123968266,0.455303987491056,0.4841202144735008,0.5023724240390627,0.5152071688000173,0.4937956659101512,0.48668444386324705,0.530814754257124,0.5004694628291332,0.5113933407482819,0.5164314972293408,0.5174378238772197,0.48375317349104047,0.4963605124561536,0.5052057937019476,0.5179071887115515,0.523661120209221,0.489355214563221,0.5180134508073252,0.47135543382791584,0.5174967769226082,0.508503402467907,0.48276958872524567,0.49666305200028055,0.5126728978499915,0.5023231060604404,0.47001027000258755,0.4916657947777583,0.5041697744951991,0.5146300100695507,0.4528549880298884,0.43257141641533275,0.5287789112998609,0.4531793710459486,0.49443855702920503,0.5022326763369843,0.5374008785237736,0.49019701249153375,0.5446374621466088,0.5122431324796898,0.5146553077638919,0.4911644879389289,0.4725605424456525,0.5057129770342533,0.5153151967034153,0.5319198189674285,0.5047067358530805,0.4749631241277054,0.4942344928587858,0.525621722937868,0.5144056635639697,0.4995096476103994
153,0.49738518632275813,0.4937582430196784,0.5146563155486324,0.46000598582894864,0.5147759316738106,0.5053480134865527,0.5161190676251325,0.5463101927572914,0.48899654903482725,0.506110688820817,0.500705420263199,0.5064347787763993,0.5166085166792346,0.49085693415406484,0.4924978578531098,0.45542274770268326,0.4844905573157436,0.5043492708792736,0.5183160184051596,0.49376127835339434,0.4897566318392501,0.5307519292549853,0.49845848838671214,0.5121256461723883,0.5163367443791511,0.5198894302341314,0.48626808986662684,0.49457369881732277,0.5082606014142564,0.5171157299620722,0.5212161380279733,0.4905064826314352,0.5168508063980747,0.4725843171126787,0.5202123585363648,0.5056687933307202,0.48442470641349095,0.4970970623356966,0.5121531834584377,0.49975629583935627,0.47213731702968037,0.49141961413251617,0.5056867653117697,0.5150326274793411,0.45232881649800144,0.4357556004109052,0.5287565166441143,0.45153266164292133,0.4934804855931988,0.5019589018809484,0.5385852815919332,0.4888004906547517,0.5437954121604233,0.5134979139917963,0.5117252731842763,0.491644166635396,0.47549993124119255,0.5036316163246616,0.5179914465912469,0.5327410767038284,0.5036473950484867,0.47263863961115965,0.4956934228212411,0.5273042279582628,0.5153544466558299,0.5005724026526918
154,0.49931211904753264,0.4911520817828996,0.5140471283357355,0.4579959637389833,0.5158500684942373,0.5029511837367364,0.5148882620767063,0.5491935729497958,0.48700093206736406,0.5050111134364572,0.49775140773567267,0.5085280975928645,0.5135020074096134,0.49218746514534284,0.49409551711580263,0.45323041335670955,0.48547290710382296,0.5064329619276382,0.5188618476142114,0.49204025520034583,0.4869570705997494,0.5310162708482251,0.4961652296377306,0.5135581521359968,0.5136624130530749,0.5185623394503704,0.48466419345747985,0.49407785115903,0.5073683479931378,0.5168556882284872,0.5182253773225014,0.4903504876886993,0.517658743927607,0.4697660409953333,0.5205218604925382,0.5047694434731832,0.4835527430879061,0.49500271081377223,0.509855227054761,0.4997408018529528,0.4736665367367722,0.49307818852764757,0.5075663402048485,0.5165786295313484,0.4510514760997679,0.4379917234444895,0.5281959411494215,0.45193108864585124,0.4936820647136494,0.4990180147989209,0.5371334210902617,0.48639248384664785,0.5417460949185802,0.5118339775011745,0.513400126528947,0.4914275386460394,0.472486991877466,0.5039751065912689,0.5202908278739931,0.532761041425898,0.5018191376818617,0.4741573599390117,0.4939536546032311,0.5290309611992969,0.5181691446638742,0.5024070403505111
155,0.4991661535222791,0.488397372900029,0.5126015572177309,0.4598361857421753,0.5141258113025905,0.5024530439336632,0.517758445398867,0.5487363437098531,0.48422832561451074,0.5049810736023564,0.49779127268103474,0.5056754629602196,0.5116494870853585,0.4938210485849041,0.4950299568592583,0.4504272108914914,0.4830437407896233,0.5053153206720201,0.5196138267432926,0.49258646722750254,0.48978534329183077,0.5314450185865323,0.4973665518780522,0.5139676925447251,0.5153786571247739,0.5179654800520652,0.48410069397837024,0.49490731125692533,0.5054617940502889,0.5150469665334877,0.5198375204778657,0.4873809624824556,0.5150895961891785,0.472130267217339,0.5188156668292968,0.505267766020037,0.48638738973706125,0.4941096096061916,0.5118316079208826,0.49928460015139703,0.4732923292475255,0.4924075903321161,0.5076096528011629,0.5135856211648477,0.4529897679005142,0.435187225932909,0.5278972117438729,0.45486293752369694,0.4942758973097164,0.5006519604519086,0.5368616965768935,0.4840406403934933,0.5431419792222563,0.5124262252075215,0.5160867334227527,0.48920786996531435,0.474925448977542,0.5040316270073252,0.5221430151126167,0.5346517966765065,0.49953895667701964,0.4770004045181994,0.49607030898888305,0.5306406269096913,0.5212410955184531,0.5049688618620988
156,0.5009026849226672,0.4877340845465947,0.5108606565324575,0.46056743093183344,0.5149487950377354,0.5014365682888461,0.5180773534250783,0.5473543283867972,0.4823387996053717,0.5025394646753096,0.4992332796425882,0.502922975611988,0.5131342129495996,0.49240193951633343,0.4982248473181397,0.4516956235362012,0.48403430171930734,0.5040103138435763,0.5193643639307383,0.4908689697422861,0.4909934438223324,0.531695944972307,0.4951933477369313,0.5139484956252274,0.5124831017718479,0.5172650825138042,0.4859085084870989,0.49672939743447697,0.5036632877313204,0.5138141818972763,0.5202352195606108,0.48802007485828863,0.5146360617632574,0.4701958805575832,0.5201013098547291,0.5045233523314052,0.4839692046305766,0.4960727748867927,0.5145502382682715,0.49892361400555146,0.4702844862065193,0.4920098355650069,0.5107513843275606,0.5162230716974587,0.45431913146232955,0.4346124858512752,0.52927592770971,0.45558568208563216,0.4965028239457106,0.5031825285633367,0.5347312975325641,0.4822012581132344,0.5452949833608147,0.5095365084404129,0.5130086603365263,0.4893839240044179,0.4726014136495857,0.5068983284709516,0.5215135234577356,0.5321316177511951,0.4978723204114773,0.47628709426427035,0.4937051074363175,0.5335733503090935,0.520836624913336,0.5026489017386851
157,0.5026011763988782,0.4891258652759054,0.5111634729126692,0.4634354174068307,0.5118968956944304,0.4993772707090571,0.515884708277751,0.5464664910929974,0.48272472377425774,0.5019392673639145,0.5022852623398862,0.505976261256683,0.5127972258104919,0.4900095058050525,0.49990810875557984,0.44944484090746795,0.4847199080504696,0.5013292157705896,0.5213982135980302,0.49294732479078496,0.4885494848242188,0.5284316890546811,0.4970955774227516,0.515188960704243,0.5143605556726596,0.516744783142042,0.48318226447087514,0.4942576806581548,0.5007824707522761,0.5130324611291646,0.5183315539686443,0.4883370035720043,0.5150602416274693,0.46772656292408216,0.5176303237848606,0.503625739017842,0.4829198509425248,0.49833581433437324,0.5156550162559824,0.49852913943375443,0.47250199214568117,0.4914181409010747,0.5138593528220273,0.5137252299846196,0.4560196950947494,0.4346955336422365,0.530886939313922,0.4527129393266909,0.49920086627430676,0.5026225611826263,0.5339898517432904,0.48080741647416186,0.541834247409212,0.5099998039937391,0.5097951918513982,0.4913269805781232,0.4725546983478041,0.5064785583550537,0.5229261695099218,0.5305108235571174,0.4998024486030212,0.4761790658796327,0.49418171265732086,0.5361601201461093,0.521245975981895,0.504133701189634
158,0.4999270190156289,0.4917264609692403,0.5103191224640272,0.4652727565804303,0.5127863318332033,0.5012798077377326,0.51272482706018,0.54865735395647,0.4819472967290367,0.49976254034633066,0.5040554041907462,0.5076951072731425,0.5157837587864247,0.48753159959060344,0.5008664222592422,0.4489830738163022,0.4854091720075735,0.50150899155845,0.5199945593289163,0.49306194978681966,0.4866825846843064,0.5286285855606903,0.4955721050082856,0.5159949564452649,0.5124614260464176,0.5155416515481287,0.48302056253181624,0.49312380777833137,0.500053539775901,0.5112666936244636,0.5200893199400703,0.4866574719875647,0.5156360379239736,0.4693139626206445,0.5184423923356796,0.5034192130256187,0.48052325531814555,0.5006851357702136,0.5165477206895621,0.4999427652009265,0.47452495830279406,0.48987216472001655,0.5120301247210515,0.5128798394402058,0.4549517317039269,0.43371502593666555,0.5285584157561686,0.45208865932628556,0.502317837040994,0.5035925493464855,0.5364593355419331,0.4825032778291273,0.5421679400227871,0.5098226336951271,0.5089222350651836,0.49081711234480346,0.4748381149268701,0.5052879319038942,0.5252518106258551,0.5289762152627425,0.49668445784770426,0.47489506007114723,0.4946055078383553,0.5360828397861447,0.5195676143213227,0.5069075563172251
